,decade,index,rank,catchphrase,count
1067,2010,465,6 - Top Tier,jinkies,0.0
4686,2010,466,5 - Very High,rooby_rooby_roo,0.0
2274,2010,466,5 - Very High,just_about_wrapped_up,0.0
1671,2010,466,5 - Very High,my_glasses,0.0
1068,2010,466,5 - Very High,jinkies,2.0
465,2010,466,5 - Very High,jeepers,0.0
2877,2010,466,5 - Very High,groovy,0.0
3480,2010,466,5 - Very High,zoinks,0.0
4083,2010,466,5 - Very High,scooby_doo_where_are_you,0.0
3481,2010,467,6 - Top Tier,zoinks,0.0
1672,2010,467,6 - Top Tier,my_glasses,0.0
4084,2010,467,6 - Top Tier,scooby_doo_where_are_you,0.0
1069,2010,467,6 - Top Tier,jinkies,0.0
466,2010,467,6 - Top Tier,jeepers,0.0
2275,2010,467,6 - Top Tier,just_about_wrapped_up,0.0
4687,2010,467,6 - Top Tier,rooby_rooby_roo,0.0
2878,2010,467,6 - Top Tier,groovy,0.0
467,2010,468,5 - Very High,jeepers,2.0
4085,2010,468,5 - Very High,scooby_doo_where_are_you,1.0
2879,2010,468,5 - Very High,groovy,0.0
1673,2010,468,5 - Very High,my_glasses,0.0
3482,2010,468,5 - Very High,zoinks,0.0
1070,2010,468,5 - Very High,jinkies,1.0
2276,2010,468,5 - Very High,just_about_wrapped_up,0.0
4688,2010,468,5 - Very High,rooby_rooby_roo,0.0
2880,2010,469,6 - Top Tier,groovy,0.0
468,2010,469,6 - Top Tier,jeepers,0.0
4086,2010,469,6 - Top Tier,scooby_doo_where_are_you,0.0
1674,2010,469,6 - Top Tier,my_glasses,1.0
4689,2010,469,6 - Top Tier,rooby_rooby_roo,0.0
1071,2010,469,6 - Top Tier,jinkies,0.0
3483,2010,469,6 - Top Tier,zoinks,0.0
2277,2010,469,6 - Top Tier,just_about_wrapped_up,0.0
4087,2010,470,4 - High,scooby_doo_where_are_you,0.0
3484,2010,470,4 - High,zoinks,2.0
1675,2010,470,4 - High,my_glasses,0.0
469,2010,470,4 - High,jeepers,0.0
2278,2010,470,4 - High,just_about_wrapped_up,0.0
1072,2010,470,4 - High,jinkies,0.0
4690,2010,470,4 - High,rooby_rooby_roo,1.0
2881,2010,470,4 - High,groovy,0.0
1676,2010,471,4 - High,my_glasses,1.0
1073,2010,471,4 - High,jinkies,1.0
3485,2010,471,4 - High,zoinks,1.0
2279,2010,471,4 - High,just_about_wrapped_up,0.0
2882,2010,471,4 - High,groovy,0.0
4088,2010,471,4 - High,scooby_doo_where_are_you,0.0
4691,2010,471,4 - High,rooby_rooby_roo,1.0
470,2010,471,4 - High,jeepers,0.0
1677,2010,472,4 - High,my_glasses,0.0
2883,2010,472,4 - High,groovy,1.0
3486,2010,472,4 - High,zoinks,4.0
4089,2010,472,4 - High,scooby_doo_where_are_you,0.0
4692,2010,472,4 - High,rooby_rooby_roo,1.0
1074,2010,472,4 - High,jinkies,1.0
2280,2010,472,4 - High,just_about_wrapped_up,0.0
471,2010,472,4 - High,jeepers,1.0
1075,2010,473,5 - Very High,jinkies,3.0
4693,2010,473,5 - Very High,rooby_rooby_roo,0.0
4090,2010,473,5 - Very High,scooby_doo_where_are_you,0.0
3487,2010,473,5 - Very High,zoinks,1.0
1678,2010,473,5 - Very High,my_glasses,0.0
2281,2010,473,5 - Very High,just_about_wrapped_up,0.0
2884,2010,473,5 - Very High,groovy,0.0
472,2010,473,5 - Very High,jeepers,1.0
473,2010,474,6 - Top Tier,jeepers,0.0
2282,2010,474,6 - Top Tier,just_about_wrapped_up,0.0
1679,2010,474,6 - Top Tier,my_glasses,0.0
4091,2010,474,6 - Top Tier,scooby_doo_where_are_you,0.0
3488,2010,474,6 - Top Tier,zoinks,0.0
1076,2010,474,6 - Top Tier,jinkies,0.0
2885,2010,474,6 - Top Tier,groovy,0.0
4694,2010,474,6 - Top Tier,rooby_rooby_roo,0.0
1077,2010,475,5 - Very High,jinkies,1.0
2283,2010,475,5 - Very High,just_about_wrapped_up,0.0
2886,2010,475,5 - Very High,groovy,0.0
1680,2010,475,5 - Very High,my_glasses,0.0
4695,2010,475,5 - Very High,rooby_rooby_roo,0.0
4092,2010,475,5 - Very High,scooby_doo_where_are_you,0.0
3489,2010,475,5 - Very High,zoinks,2.0
474,2010,475,5 - Very High,jeepers,0.0
2887,2010,476,5 - Very High,groovy,0.0
4093,2010,476,5 - Very High,scooby_doo_where_are_you,0.0
2284,2010,476,5 - Very High,just_about_wrapped_up,0.0
3490,2010,476,5 - Very High,zoinks,1.0
475,2010,476,5 - Very High,jeepers,0.0
1078,2010,476,5 - Very High,jinkies,2.0
1681,2010,476,5 - Very High,my_glasses,0.0
4696,2010,476,5 - Very High,rooby_rooby_roo,1.0
4697,2010,477,6 - Top Tier,rooby_rooby_roo,0.0
2888,2010,477,6 - Top Tier,groovy,0.0
1079,2010,477,6 - Top Tier,jinkies,2.0
3491,2010,477,6 - Top Tier,zoinks,0.0
4094,2010,477,6 - Top Tier,scooby_doo_where_are_you,0.0
2285,2010,477,6 - Top Tier,just_about_wrapped_up,0.0
476,2010,477,6 - Top Tier,jeepers,1.0
1682,2010,477,6 - Top Tier,my_glasses,0.0
4095,2010,478,6 - Top Tier,scooby_doo_where_are_you,0.0
477,2010,478,6 - Top Tier,jeepers,0.0
2889,2010,478,6 - Top Tier,groovy,0.0
2286,2010,478,6 - Top Tier,just_about_wrapped_up,0.0
1080,2010,478,6 - Top Tier,jinkies,0.0
1683,2010,478,6 - Top Tier,my_glasses,0.0
3492,2010,478,6 - Top Tier,zoinks,1.0
4698,2010,478,6 - Top Tier,rooby_rooby_roo,0.0
3493,2010,479,6 - Top Tier,zoinks,0.0
4699,2010,479,6 - Top Tier,rooby_rooby_roo,0.0
478,2010,479,6 - Top Tier,jeepers,1.0
2890,2010,479,6 - Top Tier,groovy,0.0
2287,2010,479,6 - Top Tier,just_about_wrapped_up,0.0
1081,2010,479,6 - Top Tier,jinkies,3.0
1684,2010,479,6 - Top Tier,my_glasses,0.0
4096,2010,479,6 - Top Tier,scooby_doo_where_are_you,0.0
1685,2010,480,6 - Top Tier,my_glasses,0.0
4700,2010,480,6 - Top Tier,rooby_rooby_roo,0.0
479,2010,480,6 - Top Tier,jeepers,0.0
2891,2010,480,6 - Top Tier,groovy,0.0
1082,2010,480,6 - Top Tier,jinkies,1.0
4097,2010,480,6 - Top Tier,scooby_doo_where_are_you,0.0
2288,2010,480,6 - Top Tier,just_about_wrapped_up,0.0
3494,2010,480,6 - Top Tier,zoinks,1.0
3495,2010,481,6 - Top Tier,zoinks,1.0
2892,2010,481,6 - Top Tier,groovy,0.0
1083,2010,481,6 - Top Tier,jinkies,1.0
2289,2010,481,6 - Top Tier,just_about_wrapped_up,0.0
4701,2010,481,6 - Top Tier,rooby_rooby_roo,1.0
1686,2010,481,6 - Top Tier,my_glasses,0.0
480,2010,481,6 - Top Tier,jeepers,1.0
4098,2010,481,6 - Top Tier,scooby_doo_where_are_you,0.0
2290,2010,482,6 - Top Tier,just_about_wrapped_up,0.0
1084,2010,482,6 - Top Tier,jinkies,1.0
2893,2010,482,6 - Top Tier,groovy,0.0
4099,2010,482,6 - Top Tier,scooby_doo_where_are_you,0.0
481,2010,482,6 - Top Tier,jeepers,2.0
3496,2010,482,6 - Top Tier,zoinks,2.0
1687,2010,482,6 - Top Tier,my_glasses,0.0
4702,2010,482,6 - Top Tier,rooby_rooby_roo,0.0
4100,2010,483,7 - Elite,scooby_doo_where_are_you,1.0
2894,2010,483,7 - Elite,groovy,0.0
3497,2010,483,7 - Elite,zoinks,2.0
4703,2010,483,7 - Elite,rooby_rooby_roo,1.0
2291,2010,483,7 - Elite,just_about_wrapped_up,0.0
482,2010,483,7 - Elite,jeepers,1.0
1085,2010,483,7 - Elite,jinkies,2.0
1688,2010,483,7 - Elite,my_glasses,0.0
3498,2010,484,2 - Low,zoinks,2.0
1086,2010,484,2 - Low,jinkies,8.0
2292,2010,484,2 - Low,just_about_wrapped_up,0.0
483,2010,484,2 - Low,jeepers,0.0
1689,2010,484,2 - Low,my_glasses,0.0
4704,2010,484,2 - Low,rooby_rooby_roo,4.0
4101,2010,484,2 - Low,scooby_doo_where_are_you,0.0
2895,2010,484,2 - Low,groovy,1.0
3499,2010,485,4 - High,zoinks,1.0
1690,2010,485,4 - High,my_glasses,0.0
2896,2010,485,4 - High,groovy,0.0
4102,2010,485,4 - High,scooby_doo_where_are_you,0.0
2293,2010,485,4 - High,just_about_wrapped_up,0.0
1087,2010,485,4 - High,jinkies,0.0
484,2010,485,4 - High,jeepers,0.0
4705,2010,485,4 - High,rooby_rooby_roo,2.0
1691,2010,486,4 - High,my_glasses,0.0
1088,2010,486,4 - High,jinkies,0.0
2897,2010,486,4 - High,groovy,0.0
2294,2010,486,4 - High,just_about_wrapped_up,0.0
4706,2010,486,4 - High,rooby_rooby_roo,1.0
4103,2010,486,4 - High,scooby_doo_where_are_you,0.0
3500,2010,486,4 - High,zoinks,0.0
485,2010,486,4 - High,jeepers,0.0
2295,2010,487,3 - Moderate,just_about_wrapped_up,0.0
4707,2010,487,3 - Moderate,rooby_rooby_roo,1.0
486,2010,487,3 - Moderate,jeepers,0.0
3501,2010,487,3 - Moderate,zoinks,1.0
2898,2010,487,3 - Moderate,groovy,0.0
1692,2010,487,3 - Moderate,my_glasses,1.0
1089,2010,487,3 - Moderate,jinkies,0.0
4104,2010,487,3 - Moderate,scooby_doo_where_are_you,0.0
4708,2010,488,3 - Moderate,rooby_rooby_roo,3.0
2296,2010,488,3 - Moderate,just_about_wrapped_up,0.0
2899,2010,488,3 - Moderate,groovy,0.0
1090,2010,488,3 - Moderate,jinkies,3.0
4105,2010,488,3 - Moderate,scooby_doo_where_are_you,1.0
3502,2010,488,3 - Moderate,zoinks,3.0
487,2010,488,3 - Moderate,jeepers,0.0
1693,2010,488,3 - Moderate,my_glasses,0.0
4106,2010,489,3 - Moderate,scooby_doo_where_are_you,0.0
488,2010,489,3 - Moderate,jeepers,0.0
4709,2010,489,3 - Moderate,rooby_rooby_roo,1.0
2297,2010,489,3 - Moderate,just_about_wrapped_up,0.0
3503,2010,489,3 - Moderate,zoinks,1.0
1694,2010,489,3 - Moderate,my_glasses,0.0
1091,2010,489,3 - Moderate,jinkies,1.0
2900,2010,489,3 - Moderate,groovy,0.0
2901,2010,490,4 - High,groovy,0.0
2298,2010,490,4 - High,just_about_wrapped_up,0.0
489,2010,490,4 - High,jeepers,10.0
4710,2010,490,4 - High,rooby_rooby_roo,1.0
1092,2010,490,4 - High,jinkies,2.0
3504,2010,490,4 - High,zoinks,4.0
4107,2010,490,4 - High,scooby_doo_where_are_you,0.0
1695,2010,490,4 - High,my_glasses,0.0
2902,2010,491,3 - Moderate,groovy,0.0
1696,2010,491,3 - Moderate,my_glasses,0.0
1093,2010,491,3 - Moderate,jinkies,1.0
2299,2010,491,3 - Moderate,just_about_wrapped_up,0.0
3505,2010,491,3 - Moderate,zoinks,1.0
4711,2010,491,3 - Moderate,rooby_rooby_roo,2.0
490,2010,491,3 - Moderate,jeepers,2.0
4108,2010,491,3 - Moderate,scooby_doo_where_are_you,0.0
1094,2010,492,4 - High,jinkies,0.0
3506,2010,492,4 - High,zoinks,0.0
2903,2010,492,4 - High,groovy,0.0
4109,2010,492,4 - High,scooby_doo_where_are_you,0.0
2300,2010,492,4 - High,just_about_wrapped_up,0.0
491,2010,492,4 - High,jeepers,0.0
1697,2010,492,4 - High,my_glasses,0.0
4712,2010,492,4 - High,rooby_rooby_roo,1.0
1095,2010,493,3 - Moderate,jinkies,1.0
1698,2010,493,3 - Moderate,my_glasses,0.0
4110,2010,493,3 - Moderate,scooby_doo_where_are_you,0.0
2301,2010,493,3 - Moderate,just_about_wrapped_up,0.0
492,2010,493,3 - Moderate,jeepers,1.0
3507,2010,493,3 - Moderate,zoinks,1.0
4713,2010,493,3 - Moderate,rooby_rooby_roo,0.0
2904,2010,493,3 - Moderate,groovy,0.0
493,2010,494,5 - Very High,jeepers,0.0
1096,2010,494,5 - Very High,jinkies,0.0
1699,2010,494,5 - Very High,my_glasses,0.0
4714,2010,494,5 - Very High,rooby_rooby_roo,0.0
3508,2010,494,5 - Very High,zoinks,0.0
4111,2010,494,5 - Very High,scooby_doo_where_are_you,0.0
2302,2010,494,5 - Very High,just_about_wrapped_up,0.0
2905,2010,494,5 - Very High,groovy,0.0
2906,2010,495,4 - High,groovy,0.0
3509,2010,495,4 - High,zoinks,1.0
1097,2010,495,4 - High,jinkies,0.0
494,2010,495,4 - High,jeepers,0.0
2303,2010,495,4 - High,just_about_wrapped_up,0.0
4715,2010,495,4 - High,rooby_rooby_roo,0.0
4112,2010,495,4 - High,scooby_doo_where_are_you,1.0
1700,2010,495,4 - High,my_glasses,0.0
1098,2010,496,4 - High,jinkies,0.0
1701,2010,496,4 - High,my_glasses,0.0
4113,2010,496,4 - High,scooby_doo_where_are_you,0.0
4716,2010,496,4 - High,rooby_rooby_roo,0.0
2907,2010,496,4 - High,groovy,0.0
495,2010,496,4 - High,jeepers,0.0
3510,2010,496,4 - High,zoinks,1.0
2304,2010,496,4 - High,just_about_wrapped_up,0.0
1702,2010,497,4 - High,my_glasses,0.0
1099,2010,497,4 - High,jinkies,1.0
4114,2010,497,4 - High,scooby_doo_where_are_you,0.0
2305,2010,497,4 - High,just_about_wrapped_up,0.0
2908,2010,497,4 - High,groovy,0.0
4717,2010,497,4 - High,rooby_rooby_roo,0.0
3511,2010,497,4 - High,zoinks,0.0
496,2010,497,4 - High,jeepers,0.0
4115,2010,498,4 - High,scooby_doo_where_are_you,0.0
4718,2010,498,4 - High,rooby_rooby_roo,0.0
2909,2010,498,4 - High,groovy,0.0
3512,2010,498,4 - High,zoinks,0.0
2306,2010,498,4 - High,just_about_wrapped_up,0.0
497,2010,498,4 - High,jeepers,0.0
1100,2010,498,4 - High,jinkies,0.0
1703,2010,498,4 - High,my_glasses,0.0
4719,2010,499,5 - Very High,rooby_rooby_roo,0.0
3513,2010,499,5 - Very High,zoinks,0.0
1101,2010,499,5 - Very High,jinkies,0.0
498,2010,499,5 - Very High,jeepers,0.0
1704,2010,499,5 - Very High,my_glasses,0.0
2910,2010,499,5 - Very High,groovy,0.0
4116,2010,499,5 - Very High,scooby_doo_where_are_you,0.0
2307,2010,499,5 - Very High,just_about_wrapped_up,0.0
4720,2010,500,5 - Very High,rooby_rooby_roo,1.0
4117,2010,500,5 - Very High,scooby_doo_where_are_you,0.0
499,2010,500,5 - Very High,jeepers,0.0
2308,2010,500,5 - Very High,just_about_wrapped_up,0.0
3514,2010,500,5 - Very High,zoinks,0.0
2911,2010,500,5 - Very High,groovy,0.0
1102,2010,500,5 - Very High,jinkies,1.0
1705,2010,500,5 - Very High,my_glasses,0.0
1706,2010,501,5 - Very High,my_glasses,0.0
4721,2010,501,5 - Very High,rooby_rooby_roo,0.0
2309,2010,501,5 - Very High,just_about_wrapped_up,0.0
3515,2010,501,5 - Very High,zoinks,0.0
4118,2010,501,5 - Very High,scooby_doo_where_are_you,0.0
2912,2010,501,5 - Very High,groovy,0.0
1103,2010,501,5 - Very High,jinkies,0.0
500,2010,501,5 - Very High,jeepers,0.0
2310,2010,502,4 - High,just_about_wrapped_up,0.0
4722,2010,502,4 - High,rooby_rooby_roo,0.0
501,2010,502,4 - High,jeepers,0.0
1104,2010,502,4 - High,jinkies,0.0
1707,2010,502,4 - High,my_glasses,0.0
2913,2010,502,4 - High,groovy,0.0
3516,2010,502,4 - High,zoinks,2.0
4119,2010,502,4 - High,scooby_doo_where_are_you,0.0
4723,2010,503,5 - Very High,rooby_rooby_roo,0.0
3517,2010,503,5 - Very High,zoinks,0.0
2311,2010,503,5 - Very High,just_about_wrapped_up,0.0
1708,2010,503,5 - Very High,my_glasses,0.0
4120,2010,503,5 - Very High,scooby_doo_where_are_you,0.0
502,2010,503,5 - Very High,jeepers,0.0
2914,2010,503,5 - Very High,groovy,0.0
1105,2010,503,5 - Very High,jinkies,2.0
2915,2010,504,5 - Very High,groovy,0.0
1106,2010,504,5 - Very High,jinkies,0.0
4724,2010,504,5 - Very High,rooby_rooby_roo,1.0
2312,2010,504,5 - Very High,just_about_wrapped_up,0.0
4121,2010,504,5 - Very High,scooby_doo_where_are_you,0.0
503,2010,504,5 - Very High,jeepers,0.0
1709,2010,504,5 - Very High,my_glasses,0.0
3518,2010,504,5 - Very High,zoinks,1.0
2916,2010,505,4 - High,groovy,0.0
4725,2010,505,4 - High,rooby_rooby_roo,0.0
4122,2010,505,4 - High,scooby_doo_where_are_you,0.0
1710,2010,505,4 - High,my_glasses,0.0
1107,2010,505,4 - High,jinkies,0.0
2313,2010,505,4 - High,just_about_wrapped_up,0.0
3519,2010,505,4 - High,zoinks,2.0
504,2010,505,4 - High,jeepers,0.0
2917,2010,506,5 - Very High,groovy,0.0
505,2010,506,5 - Very High,jeepers,0.0
4123,2010,506,5 - Very High,scooby_doo_where_are_you,0.0
1711,2010,506,5 - Very High,my_glasses,0.0
2314,2010,506,5 - Very High,just_about_wrapped_up,0.0
4726,2010,506,5 - Very High,rooby_rooby_roo,0.0
1108,2010,506,5 - Very High,jinkies,0.0
3520,2010,506,5 - Very High,zoinks,0.0
3521,2010,507,3 - Moderate,zoinks,0.0
4727,2010,507,3 - Moderate,rooby_rooby_roo,1.0
1712,2010,507,3 - Moderate,my_glasses,0.0
1109,2010,507,3 - Moderate,jinkies,2.0
2918,2010,507,3 - Moderate,groovy,0.0
506,2010,507,3 - Moderate,jeepers,1.0
2315,2010,507,3 - Moderate,just_about_wrapped_up,0.0
4124,2010,507,3 - Moderate,scooby_doo_where_are_you,0.0
3522,2010,508,4 - High,zoinks,0.0
507,2010,508,4 - High,jeepers,0.0
1110,2010,508,4 - High,jinkies,0.0
4125,2010,508,4 - High,scooby_doo_where_are_you,0.0
4728,2010,508,4 - High,rooby_rooby_roo,1.0
1713,2010,508,4 - High,my_glasses,0.0
2316,2010,508,4 - High,just_about_wrapped_up,0.0
2919,2010,508,4 - High,groovy,0.0
1111,2010,509,5 - Very High,jinkies,0.0
1714,2010,509,5 - Very High,my_glasses,0.0
2317,2010,509,5 - Very High,just_about_wrapped_up,0.0
4729,2010,509,5 - Very High,rooby_rooby_roo,0.0
2920,2010,509,5 - Very High,groovy,0.0
4126,2010,509,5 - Very High,scooby_doo_where_are_you,0.0
508,2010,509,5 - Very High,jeepers,1.0
3523,2010,509,5 - Very High,zoinks,1.0
2318,2010,510,5 - Very High,just_about_wrapped_up,0.0
1715,2010,510,5 - Very High,my_glasses,0.0
4127,2010,510,5 - Very High,scooby_doo_where_are_you,0.0
509,2010,510,5 - Very High,jeepers,0.0
3524,2010,510,5 - Very High,zoinks,1.0
4730,2010,510,5 - Very High,rooby_rooby_roo,1.0
2921,2010,510,5 - Very High,groovy,0.0
1112,2010,510,5 - Very High,jinkies,0.0
4128,2010,511,5 - Very High,scooby_doo_where_are_you,0.0
4731,2010,511,5 - Very High,rooby_rooby_roo,0.0
2319,2010,511,5 - Very High,just_about_wrapped_up,0.0
1716,2010,511,5 - Very High,my_glasses,0.0
3525,2010,511,5 - Very High,zoinks,2.0
2922,2010,511,5 - Very High,groovy,0.0
510,2010,511,5 - Very High,jeepers,0.0
1113,2010,511,5 - Very High,jinkies,0.0
4732,2010,512,5 - Very High,rooby_rooby_roo,0.0
3526,2010,512,5 - Very High,zoinks,1.0
511,2010,512,5 - Very High,jeepers,0.0
2320,2010,512,5 - Very High,just_about_wrapped_up,0.0
4129,2010,512,5 - Very High,scooby_doo_where_are_you,0.0
1717,2010,512,5 - Very High,my_glasses,0.0
1114,2010,512,5 - Very High,jinkies,0.0
2923,2010,512,5 - Very High,groovy,0.0
4130,2010,513,5 - Very High,scooby_doo_where_are_you,0.0
3527,2010,513,5 - Very High,zoinks,1.0
1718,2010,513,5 - Very High,my_glasses,0.0
2321,2010,513,5 - Very High,just_about_wrapped_up,0.0
1115,2010,513,5 - Very High,jinkies,0.0
512,2010,513,5 - Very High,jeepers,0.0
2924,2010,513,5 - Very High,groovy,0.0
4733,2010,513,5 - Very High,rooby_rooby_roo,0.0
3528,2010,514,3 - Moderate,zoinks,2.0
4734,2010,514,3 - Moderate,rooby_rooby_roo,1.0
4131,2010,514,3 - Moderate,scooby_doo_where_are_you,1.0
2322,2010,514,3 - Moderate,just_about_wrapped_up,0.0
513,2010,514,3 - Moderate,jeepers,2.0
1116,2010,514,3 - Moderate,jinkies,1.0
2925,2010,514,3 - Moderate,groovy,0.0
1719,2010,514,3 - Moderate,my_glasses,0.0
1720,2010,515,4 - High,my_glasses,0.0
514,2010,515,4 - High,jeepers,1.0
4132,2010,515,4 - High,scooby_doo_where_are_you,0.0
4735,2010,515,4 - High,rooby_rooby_roo,0.0
2926,2010,515,4 - High,groovy,0.0
1117,2010,515,4 - High,jinkies,0.0
2323,2010,515,4 - High,just_about_wrapped_up,0.0
3529,2010,515,4 - High,zoinks,0.0
1118,2010,516,4 - High,jinkies,0.0
1721,2010,516,4 - High,my_glasses,0.0
4133,2010,516,4 - High,scooby_doo_where_are_you,0.0
4736,2010,516,4 - High,rooby_rooby_roo,0.0
2324,2010,516,4 - High,just_about_wrapped_up,0.0
2927,2010,516,4 - High,groovy,0.0
515,2010,516,4 - High,jeepers,0.0
3530,2010,516,4 - High,zoinks,1.0
4134,2010,517,3 - Moderate,scooby_doo_where_are_you,0.0
2928,2010,517,3 - Moderate,groovy,0.0
4737,2010,517,3 - Moderate,rooby_rooby_roo,1.0
516,2010,517,3 - Moderate,jeepers,0.0
3531,2010,517,3 - Moderate,zoinks,3.0
1722,2010,517,3 - Moderate,my_glasses,0.0
1119,2010,517,3 - Moderate,jinkies,2.0
2325,2010,517,3 - Moderate,just_about_wrapped_up,0.0
1120,2010,518,4 - High,jinkies,1.0
1723,2010,518,4 - High,my_glasses,0.0
2929,2010,518,4 - High,groovy,0.0
4738,2010,518,4 - High,rooby_rooby_roo,3.0
3532,2010,518,4 - High,zoinks,2.0
2326,2010,518,4 - High,just_about_wrapped_up,0.0
4135,2010,518,4 - High,scooby_doo_where_are_you,0.0
517,2010,518,4 - High,jeepers,0.0
2327,2010,519,4 - High,just_about_wrapped_up,0.0
1121,2010,519,4 - High,jinkies,0.0
4136,2010,519,4 - High,scooby_doo_where_are_you,0.0
2930,2010,519,4 - High,groovy,0.0
518,2010,519,4 - High,jeepers,0.0
1724,2010,519,4 - High,my_glasses,0.0
3533,2010,519,4 - High,zoinks,0.0
4739,2010,519,4 - High,rooby_rooby_roo,0.0
2931,2010,520,5 - Very High,groovy,0.0
519,2010,520,5 - Very High,jeepers,0.0
1122,2010,520,5 - Very High,jinkies,0.0
2328,2010,520,5 - Very High,just_about_wrapped_up,0.0
1725,2010,520,5 - Very High,my_glasses,0.0
4137,2010,520,5 - Very High,scooby_doo_where_are_you,0.0
4740,2010,520,5 - Very High,rooby_rooby_roo,0.0
3534,2010,520,5 - Very High,zoinks,0.0
520,2010,521,4 - High,jeepers,0.0
3535,2010,521,4 - High,zoinks,2.0
2329,2010,521,4 - High,just_about_wrapped_up,0.0
4741,2010,521,4 - High,rooby_rooby_roo,0.0
4138,2010,521,4 - High,scooby_doo_where_are_you,0.0
2932,2010,521,4 - High,groovy,0.0
1726,2010,521,4 - High,my_glasses,0.0
1123,2010,521,4 - High,jinkies,0.0
3536,2010,522,4 - High,zoinks,0.0
1727,2010,522,4 - High,my_glasses,0.0
4139,2010,522,4 - High,scooby_doo_where_are_you,0.0
521,2010,522,4 - High,jeepers,0.0
2330,2010,522,4 - High,just_about_wrapped_up,0.0
4742,2010,522,4 - High,rooby_rooby_roo,1.0
1124,2010,522,4 - High,jinkies,0.0
2933,2010,522,4 - High,groovy,0.0
2934,2010,523,5 - Very High,groovy,0.0
3537,2010,523,5 - Very High,zoinks,1.0
1728,2010,523,5 - Very High,my_glasses,0.0
2331,2010,523,5 - Very High,just_about_wrapped_up,0.0
1125,2010,523,5 - Very High,jinkies,0.0
4743,2010,523,5 - Very High,rooby_rooby_roo,0.0
522,2010,523,5 - Very High,jeepers,0.0
4140,2010,523,5 - Very High,scooby_doo_where_are_you,0.0
2935,2010,524,2 - Low,groovy,0.0
3538,2010,524,2 - Low,zoinks,2.0
1126,2010,524,2 - Low,jinkies,13.0
2332,2010,524,2 - Low,just_about_wrapped_up,0.0
4744,2010,524,2 - Low,rooby_rooby_roo,1.0
523,2010,524,2 - Low,jeepers,1.0
1729,2010,524,2 - Low,my_glasses,1.0
4141,2010,524,2 - Low,scooby_doo_where_are_you,1.0
3539,2010,525,5 - Very High,zoinks,1.0
524,2010,525,5 - Very High,jeepers,0.0
1730,2010,525,5 - Very High,my_glasses,0.0
4745,2010,525,5 - Very High,rooby_rooby_roo,1.0
2333,2010,525,5 - Very High,just_about_wrapped_up,0.0
1127,2010,525,5 - Very High,jinkies,0.0
2936,2010,525,5 - Very High,groovy,0.0
4142,2010,525,5 - Very High,scooby_doo_where_are_you,0.0
1731,2010,526,5 - Very High,my_glasses,0.0
2334,2010,526,5 - Very High,just_about_wrapped_up,0.0
4746,2010,526,5 - Very High,rooby_rooby_roo,0.0
525,2010,526,5 - Very High,jeepers,0.0
3540,2010,526,5 - Very High,zoinks,1.0
4143,2010,526,5 - Very High,scooby_doo_where_are_you,0.0
1128,2010,526,5 - Very High,jinkies,1.0
2937,2010,526,5 - Very High,groovy,0.0
3541,2010,527,4 - High,zoinks,0.0
4747,2010,527,4 - High,rooby_rooby_roo,0.0
4144,2010,527,4 - High,scooby_doo_where_are_you,0.0
1732,2010,527,4 - High,my_glasses,0.0
1129,2010,527,4 - High,jinkies,0.0
2335,2010,527,4 - High,just_about_wrapped_up,0.0
526,2010,527,4 - High,jeepers,0.0
2938,2010,527,4 - High,groovy,0.0
2336,2010,528,5 - Very High,just_about_wrapped_up,0.0
2939,2010,528,5 - Very High,groovy,0.0
3542,2010,528,5 - Very High,zoinks,1.0
4145,2010,528,5 - Very High,scooby_doo_where_are_you,0.0
4748,2010,528,5 - Very High,rooby_rooby_roo,0.0
527,2010,528,5 - Very High,jeepers,0.0
1130,2010,528,5 - Very High,jinkies,1.0
1733,2010,528,5 - Very High,my_glasses,0.0
3543,2010,529,4 - High,zoinks,0.0
2337,2010,529,4 - High,just_about_wrapped_up,0.0
4146,2010,529,4 - High,scooby_doo_where_are_you,0.0
4749,2010,529,4 - High,rooby_rooby_roo,0.0
2940,2010,529,4 - High,groovy,0.0
528,2010,529,4 - High,jeepers,0.0
1131,2010,529,4 - High,jinkies,0.0
1734,2010,529,4 - High,my_glasses,0.0
2941,2010,530,5 - Very High,groovy,0.0
1735,2010,530,5 - Very High,my_glasses,0.0
4750,2010,530,5 - Very High,rooby_rooby_roo,0.0
3544,2010,530,5 - Very High,zoinks,0.0
529,2010,530,5 - Very High,jeepers,0.0
4147,2010,530,5 - Very High,scooby_doo_where_are_you,0.0
1132,2010,530,5 - Very High,jinkies,0.0
2338,2010,530,5 - Very High,just_about_wrapped_up,0.0
4751,2010,531,4 - High,rooby_rooby_roo,0.0
1736,2010,531,4 - High,my_glasses,0.0
3545,2010,531,4 - High,zoinks,1.0
1133,2010,531,4 - High,jinkies,0.0
4148,2010,531,4 - High,scooby_doo_where_are_you,0.0
2339,2010,531,4 - High,just_about_wrapped_up,0.0
530,2010,531,4 - High,jeepers,0.0
2942,2010,531,4 - High,groovy,0.0
1737,2010,532,5 - Very High,my_glasses,0.0
2340,2010,532,5 - Very High,just_about_wrapped_up,0.0
1134,2010,532,5 - Very High,jinkies,0.0
531,2010,532,5 - Very High,jeepers,0.0
4149,2010,532,5 - Very High,scooby_doo_where_are_you,0.0
4752,2010,532,5 - Very High,rooby_rooby_roo,0.0
3546,2010,532,5 - Very High,zoinks,0.0
