,index,rank,catchphrase,count
2479,310,5 - Very High,My glasses!,0.0
2480,311,4 - High,Zoinks!,1.0
2481,311,4 - High,Groovy,0.0
2482,311,4 - High,Scooby Doo! Where are you?,0.0
2483,311,4 - High,Just about wrapped up,0.0
2484,311,4 - High,Jeepers!,0.0
2485,311,4 - High,Jinkies!,6.0
2486,311,4 - High,My glasses!,0.0
2487,311,4 - High,Rooby rooby roo!,1.0
2488,312,5 - Very High,Zoinks!,2.0
2489,312,5 - Very High,Jeepers!,0.0
2490,312,5 - Very High,Scooby Doo! Where are you?,0.0
2491,312,5 - Very High,Groovy,0.0
2492,312,5 - Very High,Just about wrapped up,0.0
2493,312,5 - Very High,Rooby rooby roo!,1.0
2494,312,5 - Very High,Jinkies!,5.0
2495,312,5 - Very High,My glasses!,0.0
2496,313,4 - High,Scooby Doo! Where are you?,0.0
2497,313,4 - High,Zoinks!,1.0
2498,313,4 - High,Groovy,0.0
2499,313,4 - High,My glasses!,
2500,313,4 - High,Jinkies!,
2501,313,4 - High,Just about wrapped up,
2502,313,4 - High,Jeepers!,
2503,313,4 - High,Rooby rooby roo!,1.0
2504,314,4 - High,Just about wrapped up,0.0
2505,314,4 - High,Groovy,0.0
2506,314,4 - High,My glasses!,0.0
2507,314,4 - High,Jinkies!,11.0
2508,314,4 - High,Scooby Doo! Where are you?,0.0
2509,314,4 - High,Zoinks!,2.0
2510,314,4 - High,Jeepers!,0.0
2511,314,4 - High,Rooby rooby roo!,1.0
2512,315,4 - High,Zoinks!,1.0
2513,315,4 - High,My glasses!,0.0
2514,315,4 - High,Jinkies!,6.0
2515,315,4 - High,Rooby rooby roo!,1.0
2516,315,4 - High,Just about wrapped up,0.0
2517,315,4 - High,Jeepers!,0.0
2518,315,4 - High,Scooby Doo! Where are you?,0.0
2519,315,4 - High,Groovy,0.0
2520,316,5 - Very High,Jinkies!,7.0
2521,316,5 - Very High,My glasses!,0.0
2522,316,5 - Very High,Scooby Doo! Where are you?,0.0
2523,316,5 - Very High,Groovy,0.0
2524,316,5 - Very High,Rooby rooby roo!,1.0
2525,316,5 - Very High,Just about wrapped up,0.0
2526,316,5 - Very High,Zoinks!,1.0
2527,316,5 - Very High,Jeepers!,0.0
2528,317,5 - Very High,Rooby rooby roo!,1.0
2529,317,5 - Very High,Scooby Doo! Where are you?,2.0
2530,317,5 - Very High,Jinkies!,2.0
2531,317,5 - Very High,Just about wrapped up,0.0
2532,317,5 - Very High,Groovy,0.0
2533,317,5 - Very High,My glasses!,0.0
2534,317,5 - Very High,Zoinks!,0.0
2535,317,5 - Very High,Jeepers!,0.0
2536,318,5 - Very High,Just about wrapped up,0.0
2537,318,5 - Very High,My glasses!,0.0
2538,318,5 - Very High,Jeepers!,0.0
2539,318,5 - Very High,Zoinks!,0.0
2540,318,5 - Very High,Rooby rooby roo!,1.0
2541,318,5 - Very High,Scooby Doo! Where are you?,0.0
2542,318,5 - Very High,Groovy,0.0
2543,318,5 - Very High,Jinkies!,3.0
2544,319,5 - Very High,Scooby Doo! Where are you?,0.0
2545,319,5 - Very High,Jinkies!,6.0
2546,319,5 - Very High,Zoinks!,0.0
2547,319,5 - Very High,Jeepers!,0.0
2548,319,5 - Very High,Rooby rooby roo!,1.0
2549,319,5 - Very High,Just about wrapped up,0.0
2550,319,5 - Very High,Groovy,0.0
2551,319,5 - Very High,My glasses!,0.0
2552,320,5 - Very High,Jinkies!,3.0
2553,320,5 - Very High,Rooby rooby roo!,1.0
2554,320,5 - Very High,Zoinks!,2.0
2555,320,5 - Very High,Just about wrapped up,0.0
2556,320,5 - Very High,Groovy,0.0
2557,320,5 - Very High,My glasses!,0.0
2558,320,5 - Very High,Scooby Doo! Where are you?,0.0
2559,320,5 - Very High,Jeepers!,0.0
2560,321,5 - Very High,Zoinks!,0.0
2561,321,5 - Very High,Jinkies!,1.0
2562,321,5 - Very High,Scooby Doo! Where are you?,1.0
2563,321,5 - Very High,Jeepers!,0.0
2564,321,5 - Very High,Rooby rooby roo!,1.0
2565,321,5 - Very High,Just about wrapped up,0.0
2566,321,5 - Very High,Groovy,0.0
2567,321,5 - Very High,My glasses!,0.0
2568,322,5 - Very High,Zoinks!,0.0
2569,322,5 - Very High,Rooby rooby roo!,1.0
2570,322,5 - Very High,My glasses!,0.0
2571,322,5 - Very High,Jinkies!,8.0
2572,322,5 - Very High,Jeepers!,0.0
2573,322,5 - Very High,Groovy,0.0
2574,322,5 - Very High,Just about wrapped up,0.0
2575,322,5 - Very High,Scooby Doo! Where are you?,0.0
2576,323,4 - High,Groovy,0.0
2577,323,4 - High,Scooby Doo! Where are you?,4.0
2578,323,4 - High,Just about wrapped up,0.0
2579,323,4 - High,Rooby rooby roo!,1.0
2580,323,4 - High,Jeepers!,0.0
2581,323,4 - High,Zoinks!,1.0
2582,323,4 - High,My glasses!,0.0
2583,323,4 - High,Jinkies!,5.0
2584,324,5 - Very High,Rooby rooby roo!,1.0
2585,324,5 - Very High,Scooby Doo! Where are you?,1.0
2586,324,5 - Very High,Groovy,0.0
2587,324,5 - Very High,Zoinks!,3.0
2588,324,5 - Very High,Just about wrapped up,0.0
2589,324,5 - Very High,Jinkies!,6.0
2590,324,5 - Very High,My glasses!,0.0
2591,324,5 - Very High,Jeepers!,0.0
2592,325,4 - High,Jeepers!,0.0
2593,325,4 - High,Rooby rooby roo!,0.0
2594,325,4 - High,Just about wrapped up,0.0
2595,325,4 - High,Zoinks!,0.0
2596,325,4 - High,My glasses!,0.0
2597,325,4 - High,Groovy,0.0
2598,325,4 - High,Scooby Doo! Where are you?,1.0
2599,325,4 - High,Jinkies!,2.0
2600,326,4 - High,Rooby rooby roo!,1.0
2601,326,4 - High,Jeepers!,0.0
2602,326,4 - High,Just about wrapped up,0.0
2603,326,4 - High,Zoinks!,0.0
2604,326,4 - High,Jinkies!,6.0
2605,326,4 - High,Scooby Doo! Where are you?,1.0
2606,326,4 - High,My glasses!,0.0
2607,326,4 - High,Groovy,0.0
2608,327,4 - High,Jinkies!,4.0
2609,327,4 - High,Groovy,0.0
2610,327,4 - High,Scooby Doo! Where are you?,1.0
2611,327,4 - High,Zoinks!,2.0
2612,327,4 - High,Rooby rooby roo!,1.0
2613,327,4 - High,Jeepers!,0.0
2614,327,4 - High,Just about wrapped up,0.0
2615,327,4 - High,My glasses!,0.0
2616,328,4 - High,Scooby Doo! Where are you?,0.0
2617,328,4 - High,Zoinks!,1.0
2618,328,4 - High,My glasses!,0.0
2619,328,4 - High,Just about wrapped up,0.0
2620,328,4 - High,Jinkies!,6.0
2621,328,4 - High,Groovy,0.0
2622,328,4 - High,Jeepers!,0.0
2623,328,4 - High,Rooby rooby roo!,1.0
2624,329,4 - High,Jeepers!,0.0
2625,329,4 - High,Zoinks!,0.0
2626,329,4 - High,Groovy,0.0
2627,329,4 - High,Jinkies!,6.0
2628,329,4 - High,My glasses!,0.0
2629,329,4 - High,Just about wrapped up,0.0
2630,329,4 - High,Scooby Doo! Where are you?,0.0
2631,329,4 - High,Rooby rooby roo!,1.0
2632,330,3 - Moderate,Just about wrapped up,
2633,330,3 - Moderate,Groovy,0.0
2634,330,3 - Moderate,Jeepers!,
2635,330,3 - Moderate,My glasses!,
2636,330,3 - Moderate,Scooby Doo! Where are you?,0.0
2637,330,3 - Moderate,Rooby rooby roo!,1.0
2638,330,3 - Moderate,Zoinks!,0.0
2639,330,3 - Moderate,Jinkies!,
2640,331,3 - Moderate,Rooby rooby roo!,1.0
2641,331,3 - Moderate,My glasses!,0.0
2642,331,3 - Moderate,Zoinks!,2.0
2643,331,3 - Moderate,Jinkies!,3.0
2644,331,3 - Moderate,Just about wrapped up,0.0
2645,331,3 - Moderate,Jeepers!,0.0
2646,331,3 - Moderate,Scooby Doo! Where are you?,0.0
2647,331,3 - Moderate,Groovy,0.0
2648,332,3 - Moderate,Just about wrapped up,0.0
2649,332,3 - Moderate,Jeepers!,0.0
2650,332,3 - Moderate,Zoinks!,2.0
2651,332,3 - Moderate,My glasses!,0.0
2652,332,3 - Moderate,Jinkies!,3.0
2653,332,3 - Moderate,Groovy,0.0
2654,332,3 - Moderate,Scooby Doo! Where are you?,0.0
2655,332,3 - Moderate,Rooby rooby roo!,1.0
2656,333,4 - High,Groovy,0.0
2657,333,4 - High,My glasses!,0.0
2658,333,4 - High,Jinkies!,6.0
2659,333,4 - High,Scooby Doo! Where are you?,0.0
2660,333,4 - High,Just about wrapped up,0.0
2661,333,4 - High,Jeepers!,0.0
2662,333,4 - High,Rooby rooby roo!,1.0
2663,333,4 - High,Zoinks!,1.0
2664,334,2 - Low,Rooby rooby roo!,1.0
2665,334,2 - Low,Jinkies!,
2666,334,2 - Low,My glasses!,
2667,334,2 - Low,Just about wrapped up,
2668,334,2 - Low,Jeepers!,
2669,334,2 - Low,Groovy,0.0
2670,334,2 - Low,Scooby Doo! Where are you?,0.0
2671,334,2 - Low,Zoinks!,2.0
2672,335,6 - Top Tier,Zoinks!,5.0
2673,335,6 - Top Tier,My glasses!,1.0
2674,335,6 - Top Tier,Jinkies!,2.0
2675,335,6 - Top Tier,Rooby rooby roo!,1.0
2676,335,6 - Top Tier,Just about wrapped up,0.0
2677,335,6 - Top Tier,Groovy,0.0
2678,335,6 - Top Tier,Jeepers!,0.0
2679,335,6 - Top Tier,Scooby Doo! Where are you?,0.0
2680,336,5 - Very High,My glasses!,0.0
2681,336,5 - Very High,Groovy,2.0
2682,336,5 - Very High,Zoinks!,14.0
2683,336,5 - Very High,Rooby rooby roo!,0.0
2684,336,5 - Very High,Jinkies!,9.0
2685,336,5 - Very High,Jeepers!,1.0
2686,336,5 - Very High,Just about wrapped up,0.0
2687,336,5 - Very High,Scooby Doo! Where are you?,1.0
2688,337,4 - High,Zoinks!,6.0
2689,337,4 - High,Rooby rooby roo!,1.0
2690,337,4 - High,Jinkies!,5.0
2691,337,4 - High,Scooby Doo! Where are you?,0.0
2692,337,4 - High,Just about wrapped up,0.0
2693,337,4 - High,Groovy,1.0
2694,337,4 - High,Jeepers!,0.0
2695,337,4 - High,My glasses!,1.0
2696,338,4 - High,Just about wrapped up,0.0
2697,338,4 - High,Jeepers!,0.0
2698,338,4 - High,Groovy,0.0
2699,338,4 - High,Zoinks!,2.0
2700,338,4 - High,Jinkies!,0.0
2701,338,4 - High,Scooby Doo! Where are you?,1.0
2702,338,4 - High,Rooby rooby roo!,1.0
2703,338,4 - High,My glasses!,1.0
2704,339,4 - High,Zoinks!,6.0
2705,339,4 - High,Just about wrapped up,0.0
2706,339,4 - High,Scooby Doo! Where are you?,0.0
2707,339,4 - High,Jinkies!,2.0
2708,339,4 - High,Groovy,14.0
2709,339,4 - High,Jeepers!,0.0
2710,339,4 - High,My glasses!,0.0
2711,339,4 - High,Rooby rooby roo!,2.0
2712,340,4 - High,My glasses!,1.0
2713,340,4 - High,Scooby Doo! Where are you?,0.0
2714,340,4 - High,Jinkies!,7.0
2715,340,4 - High,Zoinks!,9.0
2716,340,4 - High,Just about wrapped up,0.0
2717,340,4 - High,Jeepers!,1.0
2718,340,4 - High,Rooby rooby roo!,3.0
2719,340,4 - High,Groovy,1.0
2720,341,4 - High,Scooby Doo! Where are you?,0.0
2721,341,4 - High,Zoinks!,2.0
2722,341,4 - High,My glasses!,0.0
2723,341,4 - High,Jinkies!,1.0
2724,341,4 - High,Rooby rooby roo!,1.0
2725,341,4 - High,Jeepers!,0.0
2726,341,4 - High,Groovy,0.0
2727,341,4 - High,Just about wrapped up,0.0
2728,342,3 - Moderate,Groovy,2.0
2729,342,3 - Moderate,Just about wrapped up,0.0
2730,342,3 - Moderate,Jeepers!,0.0
2731,342,3 - Moderate,Rooby rooby roo!,3.0
2732,342,3 - Moderate,My glasses!,2.0
2733,342,3 - Moderate,Jinkies!,7.0
2734,342,3 - Moderate,Zoinks!,5.0
2735,342,3 - Moderate,Scooby Doo! Where are you?,2.0
2736,343,5 - Very High,Just about wrapped up,0.0
2737,343,5 - Very High,Groovy,0.0
2738,343,5 - Very High,Scooby Doo! Where are you?,0.0
2739,343,5 - Very High,Zoinks!,0.0
2740,343,5 - Very High,Jeepers!,0.0
2741,343,5 - Very High,Rooby rooby roo!,0.0
2742,343,5 - Very High,Jinkies!,0.0
2743,343,5 - Very High,My glasses!,0.0
2744,344,5 - Very High,My glasses!,0.0
2745,344,5 - Very High,Groovy,0.0
2746,344,5 - Very High,Jinkies!,1.0
2747,344,5 - Very High,Zoinks!,2.0
2748,344,5 - Very High,Rooby rooby roo!,1.0
2749,344,5 - Very High,Jeepers!,3.0
2750,344,5 - Very High,Just about wrapped up,0.0
2751,344,5 - Very High,Scooby Doo! Where are you?,0.0
2752,345,4 - High,My glasses!,0.0
2753,345,4 - High,Rooby rooby roo!,1.0
2754,345,4 - High,Jeepers!,1.0
2755,345,4 - High,Zoinks!,1.0
2756,345,4 - High,Jinkies!,1.0
2757,345,4 - High,Just about wrapped up,0.0
2758,345,4 - High,Scooby Doo! Where are you?,0.0
2759,345,4 - High,Groovy,0.0
2760,346,5 - Very High,Groovy,0.0
2761,346,5 - Very High,My glasses!,0.0
2762,346,5 - Very High,Jinkies!,0.0
2763,346,5 - Very High,Scooby Doo! Where are you?,0.0
2764,346,5 - Very High,Zoinks!,1.0
2765,346,5 - Very High,Jeepers!,1.0
2766,346,5 - Very High,Just about wrapped up,1.0
2767,346,5 - Very High,Rooby rooby roo!,1.0
2768,347,5 - Very High,Rooby rooby roo!,1.0
2769,347,5 - Very High,Jeepers!,1.0
2770,347,5 - Very High,Jinkies!,2.0
2771,347,5 - Very High,Just about wrapped up,0.0
2772,347,5 - Very High,My glasses!,0.0
2773,347,5 - Very High,Scooby Doo! Where are you?,0.0
2774,347,5 - Very High,Zoinks!,4.0
2775,347,5 - Very High,Groovy,0.0
2776,348,5 - Very High,Rooby rooby roo!,1.0
2777,348,5 - Very High,Jeepers!,1.0
2778,348,5 - Very High,Zoinks!,3.0
2779,348,5 - Very High,Just about wrapped up,0.0
2780,348,5 - Very High,Groovy,0.0
2781,348,5 - Very High,Scooby Doo! Where are you?,0.0
2782,348,5 - Very High,My glasses!,1.0
2783,348,5 - Very High,Jinkies!,1.0
2784,349,5 - Very High,Groovy,0.0
2785,349,5 - Very High,My glasses!,0.0
2786,349,5 - Very High,Scooby Doo! Where are you?,0.0
2787,349,5 - Very High,Zoinks!,1.0
2788,349,5 - Very High,Jinkies!,1.0
2789,349,5 - Very High,Jeepers!,1.0
2790,349,5 - Very High,Rooby rooby roo!,1.0
2791,349,5 - Very High,Just about wrapped up,0.0
2792,350,5 - Very High,Rooby rooby roo!,1.0
2793,350,5 - Very High,Groovy,0.0
2794,350,5 - Very High,Zoinks!,0.0
2795,350,5 - Very High,Jeepers!,0.0
2796,350,5 - Very High,Jinkies!,1.0
2797,350,5 - Very High,Just about wrapped up,0.0
2798,350,5 - Very High,My glasses!,0.0
2799,350,5 - Very High,Scooby Doo! Where are you?,0.0
2800,351,4 - High,Groovy,0.0
2801,351,4 - High,Zoinks!,2.0
2802,351,4 - High,My glasses!,0.0
2803,351,4 - High,Jinkies!,1.0
2804,351,4 - High,Jeepers!,0.0
2805,351,4 - High,Scooby Doo! Where are you?,1.0
2806,351,4 - High,Just about wrapped up,0.0
2807,351,4 - High,Rooby rooby roo!,1.0
2808,352,4 - High,Rooby rooby roo!,1.0
2809,352,4 - High,Jinkies!,2.0
2810,352,4 - High,Just about wrapped up,0.0
2811,352,4 - High,Jeepers!,4.0
2812,352,4 - High,Zoinks!,2.0
2813,352,4 - High,Groovy,0.0
2814,352,4 - High,My glasses!,1.0
2815,352,4 - High,Scooby Doo! Where are you?,0.0
2816,353,5 - Very High,Jinkies!,1.0
2817,353,5 - Very High,My glasses!,0.0
2818,353,5 - Very High,Groovy,0.0
2819,353,5 - Very High,Jeepers!,2.0
2820,353,5 - Very High,Just about wrapped up,0.0
2821,353,5 - Very High,Zoinks!,2.0
2822,353,5 - Very High,Rooby rooby roo!,1.0
2823,353,5 - Very High,Scooby Doo! Where are you?,0.0
2824,354,5 - Very High,Just about wrapped up,0.0
2825,354,5 - Very High,Scooby Doo! Where are you?,0.0
2826,354,5 - Very High,Rooby rooby roo!,1.0
2827,354,5 - Very High,My glasses!,0.0
2828,354,5 - Very High,Zoinks!,2.0
2829,354,5 - Very High,Jinkies!,0.0
2830,354,5 - Very High,Jeepers!,1.0
2831,354,5 - Very High,Groovy,0.0
2832,355,5 - Very High,Rooby rooby roo!,1.0
2833,355,5 - Very High,Groovy,0.0
2834,355,5 - Very High,Jinkies!,1.0
2835,355,5 - Very High,Jeepers!,0.0
2836,355,5 - Very High,My glasses!,0.0
2837,355,5 - Very High,Just about wrapped up,0.0
2838,355,5 - Very High,Scooby Doo! Where are you?,0.0
2839,355,5 - Very High,Zoinks!,0.0
2840,356,4 - High,Just about wrapped up,0.0
2841,356,4 - High,Groovy,0.0
2842,356,4 - High,Rooby rooby roo!,0.0
2843,356,4 - High,Jinkies!,0.0
2844,356,4 - High,Jeepers!,1.0
2845,356,4 - High,Zoinks!,4.0
2846,356,4 - High,Scooby Doo! Where are you?,0.0
2847,356,4 - High,My glasses!,0.0
2848,357,4 - High,Rooby rooby roo!,1.0
2849,357,4 - High,Scooby Doo! Where are you?,0.0
2850,357,4 - High,Zoinks!,8.0
2851,357,4 - High,My glasses!,1.0
2852,357,4 - High,Groovy,0.0
2853,357,4 - High,Jinkies!,2.0
2854,357,4 - High,Just about wrapped up,0.0
2855,357,4 - High,Jeepers!,1.0
2856,358,4 - High,Jeepers!,1.0
2857,358,4 - High,Scooby Doo! Where are you?,0.0
2858,358,4 - High,Just about wrapped up,1.0
2859,358,4 - High,Groovy,0.0
2860,358,4 - High,My glasses!,0.0
2861,358,4 - High,Jinkies!,0.0
2862,358,4 - High,Rooby rooby roo!,1.0
2863,358,4 - High,Zoinks!,1.0
2864,359,4 - High,Rooby rooby roo!,1.0
2865,359,4 - High,Groovy,0.0
2866,359,4 - High,Jeepers!,1.0
2867,359,4 - High,Zoinks!,3.0
2868,359,4 - High,Just about wrapped up,0.0
2869,359,4 - High,My glasses!,0.0
2870,359,4 - High,Jinkies!,2.0
2871,359,4 - High,Scooby Doo! Where are you?,0.0
2872,360,5 - Very High,Scooby Doo! Where are you?,0.0
2873,360,5 - Very High,Just about wrapped up,0.0
2874,360,5 - Very High,Jinkies!,1.0
2875,360,5 - Very High,Groovy,0.0
2876,360,5 - Very High,Jeepers!,0.0
2877,360,5 - Very High,My glasses!,0.0
2878,360,5 - Very High,Rooby rooby roo!,0.0
2879,360,5 - Very High,Zoinks!,1.0
2880,361,4 - High,Just about wrapped up,0.0
2881,361,4 - High,Jeepers!,1.0
2882,361,4 - High,Zoinks!,2.0
2883,361,4 - High,Jinkies!,2.0
2884,361,4 - High,Rooby rooby roo!,1.0
2885,361,4 - High,My glasses!,0.0
2886,361,4 - High,Scooby Doo! Where are you?,0.0
2887,361,4 - High,Groovy,0.0
2888,362,3 - Moderate,Rooby rooby roo!,1.0
2889,362,3 - Moderate,Zoinks!,2.0
2890,362,3 - Moderate,Jinkies!,4.0
2891,362,3 - Moderate,My glasses!,0.0
2892,362,3 - Moderate,Scooby Doo! Where are you?,0.0
2893,362,3 - Moderate,Groovy,0.0
2894,362,3 - Moderate,Jeepers!,0.0
2895,362,3 - Moderate,Just about wrapped up,0.0
2896,363,5 - Very High,Groovy,0.0
2897,363,5 - Very High,Just about wrapped up,1.0
2898,363,5 - Very High,Zoinks!,0.0
2899,363,5 - Very High,Scooby Doo! Where are you?,0.0
2900,363,5 - Very High,My glasses!,0.0
2901,363,5 - Very High,Jeepers!,1.0
2902,363,5 - Very High,Jinkies!,0.0
2903,363,5 - Very High,Rooby rooby roo!,1.0
2904,364,4 - High,Scooby Doo! Where are you?,0.0
2905,364,4 - High,Just about wrapped up,1.0
2906,364,4 - High,My glasses!,1.0
2907,364,4 - High,Zoinks!,0.0
2908,364,4 - High,Groovy,0.0
2909,364,4 - High,Rooby rooby roo!,1.0
2910,364,4 - High,Jinkies!,0.0
2911,364,4 - High,Jeepers!,0.0
2912,365,5 - Very High,Jeepers!,1.0
2913,365,5 - Very High,Groovy,0.0
2914,365,5 - Very High,Rooby rooby roo!,1.0
2915,365,5 - Very High,My glasses!,0.0
2916,365,5 - Very High,Jinkies!,2.0
2917,365,5 - Very High,Just about wrapped up,0.0
2918,365,5 - Very High,Zoinks!,1.0
2919,365,5 - Very High,Scooby Doo! Where are you?,1.0
2920,366,4 - High,Groovy,0.0
2921,366,4 - High,Just about wrapped up,0.0
2922,366,4 - High,Rooby rooby roo!,1.0
2923,366,4 - High,Jeepers!,0.0
2924,366,4 - High,Zoinks!,1.0
2925,366,4 - High,Scooby Doo! Where are you?,1.0
2926,366,4 - High,Jinkies!,1.0
2927,366,4 - High,My glasses!,0.0
2928,367,4 - High,Jeepers!,0.0
2929,367,4 - High,Zoinks!,0.0
2930,367,4 - High,Groovy,0.0
2931,367,4 - High,My glasses!,0.0
2932,367,4 - High,Just about wrapped up,0.0
2933,367,4 - High,Scooby Doo! Where are you?,0.0
2934,367,4 - High,Rooby rooby roo!,1.0
2935,367,4 - High,Jinkies!,1.0
2936,368,5 - Very High,Jinkies!,0.0
2937,368,5 - Very High,Scooby Doo! Where are you?,0.0
2938,368,5 - Very High,My glasses!,0.0
2939,368,5 - Very High,Groovy,0.0
2940,368,5 - Very High,Rooby rooby roo!,0.0
2941,368,5 - Very High,Zoinks!,1.0
2942,368,5 - Very High,Jeepers!,1.0
2943,368,5 - Very High,Just about wrapped up,0.0
2944,369,5 - Very High,Rooby rooby roo!,0.0
2945,369,5 - Very High,Jeepers!,0.0
2946,369,5 - Very High,Scooby Doo! Where are you?,0.0
2947,369,5 - Very High,Just about wrapped up,0.0
2948,369,5 - Very High,Jinkies!,0.0
2949,369,5 - Very High,Groovy,0.0
2950,369,5 - Very High,My glasses!,0.0
2951,369,5 - Very High,Zoinks!,2.0
2952,370,5 - Very High,Rooby rooby roo!,1.0
2953,370,5 - Very High,My glasses!,1.0
2954,370,5 - Very High,Scooby Doo! Where are you?,0.0
2955,370,5 - Very High,Jinkies!,0.0
2956,370,5 - Very High,Jeepers!,0.0
2957,370,5 - Very High,Just about wrapped up,0.0
2958,370,5 - Very High,Groovy,0.0
2959,370,5 - Very High,Zoinks!,2.0
2960,371,4 - High,Jinkies!,1.0
2961,371,4 - High,Rooby rooby roo!,0.0
2962,371,4 - High,Jeepers!,0.0
2963,371,4 - High,Just about wrapped up,0.0
2964,371,4 - High,Zoinks!,2.0
2965,371,4 - High,Scooby Doo! Where are you?,0.0
2966,371,4 - High,My glasses!,0.0
2967,371,4 - High,Groovy,0.0
2968,372,4 - High,Rooby rooby roo!,1.0
2969,372,4 - High,Jinkies!,1.0
2970,372,4 - High,Just about wrapped up,0.0
2971,372,4 - High,Groovy,0.0
2972,372,4 - High,Scooby Doo! Where are you?,0.0
2973,372,4 - High,Zoinks!,2.0
2974,372,4 - High,Jeepers!,1.0
2975,372,4 - High,My glasses!,0.0
2976,373,2 - Low,Scooby Doo! Where are you?,0.0
2977,373,2 - Low,Just about wrapped up,0.0
2978,373,2 - Low,Jinkies!,3.0
2979,373,2 - Low,Jeepers!,0.0
2980,373,2 - Low,Zoinks!,4.0
2981,373,2 - Low,Groovy,0.0
2982,373,2 - Low,Rooby rooby roo!,4.0
2983,373,2 - Low,My glasses!,1.0
2984,374,4 - High,Scooby Doo! Where are you?,0.0
2985,374,4 - High,Groovy,0.0
2986,374,4 - High,Jinkies!,0.0
2987,374,4 - High,Rooby rooby roo!,1.0
2988,374,4 - High,Just about wrapped up,0.0
2989,374,4 - High,Zoinks!,1.0
2990,374,4 - High,My glasses!,0.0
2991,374,4 - High,Jeepers!,0.0
2992,375,4 - High,Rooby rooby roo!,1.0
2993,375,4 - High,Jinkies!,6.0
2994,375,4 - High,Just about wrapped up,0.0
2995,375,4 - High,Scooby Doo! Where are you?,0.0
2996,375,4 - High,My glasses!,0.0
2997,375,4 - High,Zoinks!,13.0
2998,375,4 - High,Jeepers!,4.0
2999,375,4 - High,Groovy,1.0
3000,376,5 - Very High,Zoinks!,2.0
3001,376,5 - Very High,Jeepers!,1.0
3002,376,5 - Very High,Rooby rooby roo!,1.0
3003,376,5 - Very High,Jinkies!,0.0
3004,376,5 - Very High,Scooby Doo! Where are you?,0.0
3005,376,5 - Very High,Just about wrapped up,0.0
3006,376,5 - Very High,Groovy,0.0
3007,376,5 - Very High,My glasses!,0.0
3008,377,4 - High,My glasses!,0.0
3009,377,4 - High,Groovy,0.0
3010,377,4 - High,Just about wrapped up,0.0
3011,377,4 - High,Jinkies!,0.0
3012,377,4 - High,Jeepers!,3.0
3013,377,4 - High,Zoinks!,3.0
3014,377,4 - High,Scooby Doo! Where are you?,0.0
3015,377,4 - High,Rooby rooby roo!,0.0
3016,378,3 - Moderate,Scooby Doo! Where are you?,0.0
3017,378,3 - Moderate,My glasses!,1.0
3018,378,3 - Moderate,Jinkies!,0.0
3019,378,3 - Moderate,Zoinks!,1.0
3020,378,3 - Moderate,Rooby rooby roo!,1.0
3021,378,3 - Moderate,Jeepers!,3.0
3022,378,3 - Moderate,Just about wrapped up,0.0
3023,378,3 - Moderate,Groovy,1.0
3024,379,5 - Very High,Just about wrapped up,0.0
3025,379,5 - Very High,Jinkies!,0.0
3026,379,5 - Very High,My glasses!,0.0
3027,379,5 - Very High,Scooby Doo! Where are you?,0.0
3028,379,5 - Very High,Groovy,0.0
3029,379,5 - Very High,Jeepers!,0.0
3030,379,5 - Very High,Rooby rooby roo!,1.0
3031,379,5 - Very High,Zoinks!,1.0
3032,380,4 - High,Groovy,0.0
3033,380,4 - High,My glasses!,0.0
3034,380,4 - High,Rooby rooby roo!,1.0
3035,380,4 - High,Jeepers!,1.0
3036,380,4 - High,Just about wrapped up,1.0
3037,380,4 - High,Jinkies!,0.0
3038,380,4 - High,Scooby Doo! Where are you?,0.0
3039,380,4 - High,Zoinks!,2.0
3040,381,5 - Very High,Groovy,0.0
3041,381,5 - Very High,Rooby rooby roo!,1.0
3042,381,5 - Very High,Zoinks!,1.0
3043,381,5 - Very High,Just about wrapped up,0.0
3044,381,5 - Very High,My glasses!,0.0
3045,381,5 - Very High,Scooby Doo! Where are you?,0.0
3046,381,5 - Very High,Jinkies!,2.0
3047,381,5 - Very High,Jeepers!,2.0
3048,382,4 - High,Just about wrapped up,0.0
3049,382,4 - High,Scooby Doo! Where are you?,1.0
3050,382,4 - High,Rooby rooby roo!,1.0
3051,382,4 - High,Zoinks!,0.0
3052,382,4 - High,Groovy,0.0
3053,382,4 - High,Jeepers!,2.0
3054,382,4 - High,Jinkies!,0.0
3055,382,4 - High,My glasses!,0.0
3056,383,4 - High,Scooby Doo! Where are you?,0.0
3057,383,4 - High,My glasses!,0.0
3058,383,4 - High,Zoinks!,0.0
3059,383,4 - High,Rooby rooby roo!,1.0
3060,383,4 - High,Jinkies!,0.0
3061,383,4 - High,Jeepers!,0.0
3062,383,4 - High,Groovy,0.0
3063,383,4 - High,Just about wrapped up,0.0
3064,384,5 - Very High,Rooby rooby roo!,0.0
3065,384,5 - Very High,Scooby Doo! Where are you?,0.0
3066,384,5 - Very High,Jeepers!,0.0
3067,384,5 - Very High,My glasses!,0.0
3068,384,5 - Very High,Zoinks!,1.0
3069,384,5 - Very High,Just about wrapped up,0.0
3070,384,5 - Very High,Jinkies!,0.0
3071,384,5 - Very High,Groovy,0.0
3072,385,5 - Very High,Jinkies!,
3073,385,5 - Very High,Scooby Doo! Where are you?,0.0
3074,385,5 - Very High,Just about wrapped up,
3075,385,5 - Very High,Rooby rooby roo!,1.0
3076,385,5 - Very High,My glasses!,
3077,385,5 - Very High,Jeepers!,
